-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
                           [kg/kmol]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K] 
-----------------------------------------------------------------------------------------------------------------------------------------------------
     300.0000      12.9358       -18.3759      -37.4684      63.6419       0.0259        -0.1272       
     600.0000      15.0918       -14.1717      -58.1336      73.2698       4.2300        -20.7924      
     800.0000      16.5291       -11.0096      -73.2563      77.8083       7.3921        -35.9151      
     1000.0000     17.9664       -7.5601       -89.2112      81.6511       10.8416       -51.8700      
     1200.0000     19.4037       -3.8231       -105.8876     85.0538       14.5786       -68.5464      
     1400.0000     20.8410       0.2014        -123.2126     88.1528       18.6031       -85.8713      
     1600.0000     22.2783       4.5133        -141.1340     91.0296       22.9151       -103.7928     
     1800.0000     23.7157       9.1127        -159.6131     93.7366       27.5145       -122.2719     
     2000.0000     25.1530       13.9996       -178.6197     96.3097       32.4013       -141.2785     
     2200.0000     26.5903       19.1739       -198.1298     98.7744       37.5757       -160.7886     
     2400.0000     28.0276       24.6357       -218.1236     101.1497      43.0374       -180.7823     
     2600.0000     29.4649       30.3850       -238.5847     103.4499      48.7867       -201.2434     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE LVGS
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 10.0000
     O 5.0000
   Formation Enthalpy at 298K =          -230.5583 kcal/mol
   Formation Free Gibbs Energy at 298K = -332.6823 kcal/mol
   Molecular Weight =                    162.1410 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      69.7514       -230.4188     -333.3682     343.1644      0.1394        -0.6859       
     600.0000      81.3767       -207.7496     -444.7974     395.0797      22.8086       -112.1151     
     800.0000      89.1268       -190.6993     -526.3407     419.5517      39.8590       -193.6583     
     1000.0000     96.8770       -172.0989     -612.3713     440.2724      58.4594       -279.6889     
     1200.0000     104.6272      -151.9485     -702.2927     458.6202      78.6098       -369.6104     
     1400.0000     112.3773      -130.2480     -795.7108     475.3305      100.3102      -463.0285     
     1600.0000     120.1275      -106.9975     -892.3453     490.8424      123.5607      -559.6630     
     1800.0000     127.8776      -82.1970      -991.9869     505.4388      148.3612      -659.3046     
     2000.0000     135.6278      -55.8465      -1094.4729    519.3132      174.7118      -761.7905     
     2200.0000     143.3780      -27.9459      -1199.6733    532.6034      202.6124      -866.9910     
     2400.0000     151.1281      1.5047        -1307.4821    545.4112      232.0630      -974.7998     
     2600.0000     158.8783      32.5053       -1417.8108    557.8139      263.0636      -1085.1285    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CHARO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          -2.0413 kcal/mol
   Formation Free Gibbs Energy at 298K = -3.3052 kcal/mol
   Molecular Weight =                    28.0100 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.4815        -2.0284       -3.3137       4.2844        0.0129        -0.0085       
     600.0000      13.4301       0.9584        -5.5872       10.9093       2.9997        -2.2820       
     800.0000      18.0626       4.1076        -8.2182       15.4073       6.1489        -4.9130       
     1000.0000     22.6950       8.1834        -11.7521      19.9355       10.2247       -8.4469       
     1200.0000     27.3274       13.1856       -16.1937      24.4828       15.2269       -12.8885      
     1400.0000     31.9598       19.1143       -21.5461      29.0432       21.1556       -18.2409      
     1600.0000     36.5922       25.9695       -27.8116      33.6132       28.0108       -24.5064      
     1800.0000     41.2246       33.7512       -34.9919      38.1906       35.7925       -31.6867      
     2000.0000     45.8570       42.4594       -43.0882      42.7738       44.5007       -39.7830      
     2200.0000     50.4894       52.0940       -52.1017      47.3617       54.1353       -48.7965      
     2400.0000     55.1218       62.6551       -62.0332      51.9535       64.6964       -58.7280      
     2600.0000     59.7542       74.1427       -72.8833      56.5485       76.1841       -69.5781      
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE COSTIFFS
 ====================================================================================================
